ListingID,Neighborhood,PropertyType,Condition,SqFt,LotSqFt,Beds,Baths,YearBuilt,DistanceToCityMiles,SchoolRating,CrimeIndex,MortgageRatePct,TotalRooms,OnlineEstimateUSD,SalePriceUSD,PostSaleAppraisalUSD
500435,Waterfront,House,Good,1437,15770,4,3.0,2024,14.36,7.2,28.3,6.79,11.0,678674.0,643404.0,645514.0
500436,Downtown,Condo,Excellent,2065,4939,2,,2023,11.7,9.3,47.6,5.52,10.0,553201.0,555258.0,555519.0
500437,Suburb,Condo,Fair,1445,17282,4,2.5,1984,0.3,6.5,41.6,6.12,9.5,376809.0,376829.0,367847.0
500438,Rural,Condo,Good,1605,19691,4,1.5,1970,4.8,7.3,36.7,5.75,9.5,396537.0,454848.0,465646.0
500439,Suburb,House,Good,1229,11462,3,2.0,1965,13.26,8.8,29.7,5.96,7.0,481097.0,448225.0,465791.0
500440,Downtown,Condo,Good,1680,26987,4,3.0,2003,0.42,10.0,34.4,6.52,11.0,793207.0,723103.0,711463.0
500441,Suburb,House,Good,2125,9445,4,2.0,1955,7.4,6.2,30.4,5.9,9.0,491479.0,534689.0,531592.0
500442,Suburb,House,Fair,2497,4198,2,4.5,1999,8.2,7.5,51.5,6.38,9.5,673456.0,692196.0,703239.0
500443,Suburb,House,Good,1856,8902,3,2.0,1972,14.09,6.2,50.0,5.64,9.0,512522.0,492526.0,490178.0
500444,University,House,Good,3199,4990,6,1.5,2000,10.49,6.1,49.4,7.1,12.5,828871.0,713540.0,701936.0
500445,Suburb,House,Good,1800,2980,2,3.0,1972,10.44,6.5,41.8,5.85,9.0,467697.0,516523.0,511583.0
500446,Suburb,House,Good,3926,3029,3,3.0,1992,6.21,6.1,38.4,6.86,8.0,830157.0,969848.0,979625.0
500447,Rural,House,Excellent,2501,26088,4,2.0,2024,8.85,4.5,75.2,7.55,9.0,608197.0,606501.0,594958.0
500448,Rural,House,Excellent,2173,,3,2.0,2006,8.02,4.1,16.6,4.76,7.0,767928.0,685635.0,688671.0
500449,Suburb,House,Good,1526,6429,2,2.5,1958,13.13,6.0,62.5,5.64,9.5,366999.0,382908.0,387434.0
500450,University,Condo,Good,450,,2,3.0,1978,7.75,7.2,49.8,6.12,8.0,232856.0,247591.0,240057.0
500451,Suburb,Townhome,Good,1749,7092,4,3.0,1990,14.94,8.8,45.6,6.96,11.0,555347.0,451425.0,458090.0
500452,Rural,House,Excellent,1966,5661,4,2.0,2021,0.3,6.3,36.9,5.95,11.0,485197.0,592750.0,600599.0
500453,University,House,Good,3100,5110,5,2.5,1990,15.93,6.8,41.3,6.48,11.5,563627.0,710248.0,721957.0
500454,Rural,Condo,Excellent,953,3161,3,3.0,1993,7.8,8.0,26.8,5.8,10.0,394092.0,396065.0,407013.0
500455,Rural,House,Good,3089,2802,4,3.0,1974,15.5,8.1,23.7,6.59,11.0,769173.0,743932.0,726619.0
500456,Suburb,Townhome,Excellent,1687,4187,2,1.0,1975,9.31,6.9,42.9,5.51,7.0,489383.0,570735.0,581239.0
500457,Suburb,House,Fair,2321,7802,3,1.5,1984,13.88,7.0,19.7,6.75,9.5,610580.0,619466.0,626327.0
500458,Suburb,House,Good,450,22761,3,1.5,1998,17.67,9.8,57.1,4.5,7.5,355035.0,357643.0,369110.0
500459,Rural,House,Fair,1940,12323,3,2.0,2007,5.53,6.6,61.3,5.09,7.0,552911.0,573487.0,563648.0
500460,Suburb,House,Fair,1627,19567,4,2.5,2002,9.29,6.3,5.0,7.35,8.5,487321.0,526389.0,537001.0
500461,Suburb,House,Good,2294,8771,4,3.0,1967,7.8,4.7,21.3,6.35,10.0,642296.0,683284.0,687694.0
500462,Rural,House,Fair,1909,6224,2,2.5,2019,10.04,7.7,48.6,5.7,6.5,445294.0,515342.0,501914.0
500463,Suburb,Condo,Good,1108,,4,2.0,2001,0.3,6.7,47.7,7.59,10.0,433029.0,443562.0,458475.0
500464,Suburb,Townhome,Fair,,6571,3,2.0,1998,7.79,9.9,46.2,6.88,7.0,586083.0,643793.0,634782.0
500465,University,House,Excellent,2302,1813,2,3.5,2014,7.33,6.6,50.9,6.93,10.5,641400.0,576297.0,564547.0
500466,Suburb,Condo,Fair,2238,5483,3,1.5,1989,4.15,8.2,55.8,5.99,6.5,492412.0,511572.0,516281.0
500467,University,House,Good,2506,17445,2,2.5,2013,7.65,8.4,57.6,6.62,7.5,668765.0,773169.0,766206.0
500468,University,House,Excellent,2566,8003,3,3.5,1976,0.3,9.5,71.4,6.55,10.5,737543.0,786590.0,790881.0
500469,Suburb,House,Good,1836,12934,3,2.5,2022,17.1,5.1,45.0,5.23,10.5,570465.0,550029.0,547252.0
500470,Rural,House,Good,968,5227,3,1.0,1982,11.46,9.4,57.5,6.61,7.0,260298.0,295504.0,298884.0
500471,Downtown,Condo,Excellent,950,2880,4,2.5,1999,19.98,7.1,20.2,6.13,11.5,478699.0,426391.0,435980.0
500472,Suburb,Condo,Fair,2727,4935,3,2.0,1971,3.62,6.9,42.6,7.03,10.0,764375.0,793304.0,793005.0
500473,University,House,Good,2312,5186,3,2.0,1997,1.89,6.6,26.3,7.04,7.0,608737.0,588386.0,598599.0
500474,Suburb,House,Good,1916,13567,2,3.0,1997,10.48,6.5,65.5,5.85,10.0,455322.0,547084.0,557048.0
500475,Suburb,Condo,Good,1567,21538,3,2.5,1959,0.3,6.5,79.6,5.87,7.5,456863.0,479283.0,469625.0
500476,Rural,Townhome,Good,1871,4223,2,2.0,2015,10.14,3.6,52.7,6.36,8.0,302581.0,347138.0,357196.0
500477,Rural,House,Fair,1866,5310,3,3.0,2007,4.63,7.8,25.1,6.64,11.0,444752.0,456323.0,463622.0
500478,Suburb,Townhome,Fair,1631,6038,3,2.5,1995,6.82,7.1,42.9,5.99,7.5,436809.0,466399.0,468065.0
500479,Suburb,Townhome,Good,1396,5346,3,2.5,2003,10.31,5.7,45.1,6.17,8.5,348132.0,427024.0,440144.0
500480,Suburb,Condo,Good,3257,3125,2,2.5,1965,9.07,7.0,47.6,6.62,7.5,704062.0,699031.0,718412.0
500481,Suburb,Condo,Good,1999,6972,2,2.5,2004,19.84,10.0,61.0,6.5,6.5,538069.0,553569.0,562525.0
500482,Suburb,House,Fair,1456,8195,3,2.0,1952,12.54,7.6,58.9,6.95,7.0,292242.0,303476.0,286502.0
500483,Suburb,House,Good,1004,8314,4,2.0,1965,1.14,6.5,5.0,6.39,9.0,507677.0,490843.0,496136.0
500484,Waterfront,Condo,Fair,1378,3199,4,2.0,2016,14.61,9.6,65.1,5.7,10.0,614555.0,652457.0,651043.0
500485,Suburb,Townhome,Good,2318,6163,4,1.5,2025,0.86,5.9,37.2,5.16,7.5,692728.0,747338.0,744329.0
500486,Suburb,House,Good,2343,2324,5,1.0,1972,9.31,6.8,36.2,6.74,9.0,566092.0,546292.0,550431.0
500487,Suburb,House,Excellent,1708,11420,4,3.0,2007,1.4,6.2,65.9,6.04,11.0,453479.0,452684.0,449009.0
500488,Suburb,House,Fair,1884,3581,3,2.0,2002,3.88,6.7,40.6,6.03,10.0,611024.0,608326.0,627447.0
500489,Waterfront,Condo,Good,1652,5601,2,2.0,2008,16.58,8.1,24.1,6.06,7.0,732410.0,678638.0,681981.0
500490,University,House,Fair,1130,5045,2,2.0,2021,5.49,7.9,24.8,5.28,7.0,393867.0,424994.0,425357.0
500491,Suburb,Condo,Good,2696,4656,3,2.0,1973,4.97,6.0,45.5,6.0,7.0,735869.0,738879.0,748144.0
500492,Suburb,House,Good,2092,3501,3,2.0,2021,5.45,6.9,58.3,4.65,10.0,615977.0,619881.0,629348.0
500493,University,Condo,,3460,2289,3,2.5,1991,6.93,7.2,67.2,5.99,10.5,677450.0,763536.0,777450.0
500494,Suburb,Condo,Excellent,1358,18700,3,1.5,1992,17.33,6.5,42.1,5.69,7.5,364857.0,403246.0,410777.0
500495,Rural,House,Good,1761,7709,3,3.0,1985,1.79,7.0,37.6,7.37,11.0,478123.0,515920.0,515667.0
500496,Downtown,House,Good,2424,7756,4,1.5,2019,1.45,6.0,69.0,6.52,9.5,709457.0,674536.0,676282.0
500497,University,House,Excellent,1691,23306,3,3.0,2021,12.21,6.0,37.8,6.11,11.0,518054.0,542975.0,518031.0
500498,Suburb,Condo,Good,948,6229,3,1.0,1980,0.3,7.1,66.5,6.34,7.0,463769.0,422295.0,405389.0
500499,Suburb,House,Excellent,1233,9218,4,1.5,1960,6.61,5.5,48.2,6.69,8.5,403453.0,469033.0,481291.0
500500,Suburb,House,Good,1915,6702,3,3.0,2021,15.48,7.7,48.2,5.78,11.0,455185.0,480984.0,477354.0
500501,Suburb,House,Excellent,2073,13495,2,2.0,1960,8.78,6.8,41.1,6.1,6.0,635432.0,667755.0,689013.0
500502,University,House,Fair,1789,8946,4,1.5,2001,5.92,5.7,49.1,6.02,7.5,478396.0,549369.0,570505.0
500503,University,Condo,Good,2502,7996,4,2.5,1979,4.56,6.2,37.7,7.77,8.5,554732.0,560271.0,545887.0
500504,Suburb,Condo,Good,2495,5681,3,1.5,1956,3.33,6.3,34.5,6.28,6.5,592164.0,609544.0,613331.0
500505,Rural,Townhome,Good,2060,7833,3,2.5,2023,5.26,6.8,42.6,5.03,7.5,575887.0,589200.0,622966.0
500506,Suburb,Condo,Good,1867,13315,5,1.0,2011,9.56,7.2,34.9,6.73,8.0,474882.0,527685.0,518710.0
500507,Suburb,Condo,Fair,1686,1905,2,2.0,1975,16.13,6.7,49.2,7.83,6.0,381468.0,347912.0,352688.0
500508,Suburb,House,Fair,2208,6131,3,1.5,1962,14.48,5.8,45.9,5.65,7.5,596265.0,553537.0,551047.0
500509,Suburb,Condo,Fair,2448,5156,3,2.5,1996,5.4,9.1,40.7,8.0,9.5,580149.0,583883.0,581266.0
500510,Suburb,Condo,Good,1889,5533,2,3.0,2025,4.41,8.4,41.7,6.2,9.0,684600.0,703607.0,700551.0
500511,Rural,Condo,Fair,2142,2025,3,1.5,1970,12.86,7.2,41.2,6.86,9.5,329007.0,382852.0,382840.0
500512,Rural,Condo,Good,1639,10277,5,3.5,1953,0.3,8.4,70.7,5.89,11.5,423487.0,454637.0,463699.0
500513,Downtown,Condo,Good,932,3990,4,1.5,1961,6.13,7.5,44.5,6.07,9.5,526214.0,522743.0,513584.0
500514,Rural,House,Fair,1199,5784,4,1.0,2007,6.8,6.7,35.7,5.48,10.0,487251.0,516598.0,522663.0
500515,University,Condo,Excellent,2348,4899,4,1.0,2020,2.14,7.2,40.2,5.59,8.0,658172.0,706495.0,698476.0
500516,Suburb,House,Good,2141,2434,3,3.5,1961,2.82,10.0,54.6,4.92,10.5,683590.0,683126.0,689418.0
500517,Downtown,House,Good,2884,5072,4,,1951,10.78,8.5,41.6,6.94,9.0,618957.0,686543.0,690420.0
500518,Rural,House,Good,1886,2195,3,1.5,1991,0.3,8.6,42.4,5.53,8.5,555182.0,640574.0,631729.0
500519,Suburb,House,Excellent,2412,,3,1.5,1990,3.29,6.5,40.8,6.47,6.5,620822.0,716283.0,718116.0
500520,Rural,House,Good,2710,5487,3,1.5,1978,4.86,7.9,47.1,6.44,7.5,550274.0,600437.0,592082.0
500521,Suburb,House,Fair,2496,6611,4,3.5,1964,9.18,10.0,50.5,5.84,11.5,678591.0,707091.0,697454.0
500522,Rural,House,Good,,6853,4,2.0,2016,0.56,7.7,51.3,6.27,8.0,538457.0,556766.0,570566.0
500523,Suburb,Condo,Fair,1730,6104,4,3.5,2013,15.12,8.6,20.1,6.18,9.5,621396.0,565606.0,544625.0
500524,Suburb,Condo,Fair,1934,23908,1,2.0,1970,6.85,8.9,28.6,5.93,7.0,686798.0,681488.0,688190.0
500525,Suburb,Condo,Excellent,1209,8609,4,1.0,1965,7.13,8.0,5.2,6.27,10.0,566194.0,581502.0,589926.0
500526,Rural,Townhome,Good,2158,3186,6,3.0,2004,6.52,9.3,56.7,6.27,11.0,661719.0,630571.0,623875.0
500527,Suburb,House,Good,2516,4592,5,2.0,1981,4.67,7.4,61.3,5.61,9.0,611872.0,699295.0,712167.0
500528,Waterfront,House,Fair,1537,4469,3,2.0,2021,2.85,7.8,64.1,5.44,7.0,685211.0,701483.0,712266.0
500529,Suburb,House,Good,3132,5961,2,3.5,2016,15.45,6.1,46.8,5.71,7.5,830965.0,822522.0,807654.0
500530,Suburb,House,Good,1661,4617,3,2.0,1954,9.85,10.0,61.9,6.31,7.0,553691.0,542870.0,549181.0
500531,Suburb,Townhome,Fair,1718,3969,2,3.0,1971,7.99,7.5,44.1,7.09,9.0,540964.0,516159.0,521802.0
500532,Downtown,House,Excellent,1695,17835,4,2.0,2004,14.53,7.2,42.8,7.15,8.0,595827.0,604504.0,596124.0
500533,Suburb,Condo,Excellent,1390,6808,3,1.5,1954,4.42,9.1,21.5,6.43,7.5,540783.0,588529.0,595434.0
500534,Rural,Condo,Excellent,2122,5417,4,2.5,1956,12.36,6.3,32.9,6.82,10.5,574593.0,596197.0,605132.0
500535,Rural,House,Excellent,1863,5700,5,1.5,1969,8.76,7.0,35.8,6.31,8.5,497166.0,542018.0,533838.0
500536,Suburb,Condo,Good,2930,5822,1,3.0,2009,3.35,5.9,58.4,6.92,7.0,636066.0,620999.0,598000.0
500537,Downtown,House,Good,,15295,3,3.0,2023,13.11,7.1,69.5,6.32,8.0,698369.0,739198.0,744080.0
500538,Suburb,House,Good,2199,8837,3,2.5,2015,0.3,6.5,37.6,6.48,8.5,693166.0,699134.0,690703.0
500539,Rural,House,Fair,1706,13012,2,2.5,1967,12.46,7.8,50.2,6.06,9.5,314774.0,385932.0,366123.0
500540,Suburb,House,Good,,1021,3,2.5,1960,3.37,6.9,48.8,6.23,8.5,408312.0,398574.0,394309.0
500541,Waterfront,House,Fair,1792,8068,3,2.0,1963,11.02,6.2,33.0,7.41,8.0,544619.0,596543.0,569017.0
500542,Rural,House,Fair,1297,12526,4,3.0,2017,16.76,6.6,18.8,5.49,12.0,314349.0,309286.0,305550.0
500543,Rural,Townhome,Good,2469,21682,2,2.0,2002,11.95,6.9,33.3,6.24,7.0,532545.0,587264.0,604947.0
500544,Rural,House,Good,1830,6754,4,2.5,1983,5.02,6.3,23.1,5.87,9.5,424078.0,466129.0,433143.0
500545,Rural,House,Good,2933,2369,5,1.5,1991,8.41,8.4,39.9,6.83,10.5,753050.0,707352.0,712894.0
500546,Suburb,Townhome,Good,2328,9450,4,2.5,1973,6.4,8.0,42.5,7.36,9.5,614495.0,618281.0,607727.0
500547,Suburb,House,Excellent,2393,4633,4,2.5,2004,1.64,7.3,41.9,6.04,11.5,763256.0,823687.0,819093.0
500548,Suburb,Townhome,Good,2000,2265,3,1.5,2023,2.02,5.3,42.1,4.52,7.5,624082.0,621337.0,610920.0
500549,Suburb,Condo,Excellent,1986,4580,2,2.0,1999,8.82,7.8,51.9,6.62,7.0,647149.0,599427.0,607048.0
500550,Downtown,Condo,Good,2275,12510,4,2.0,1979,11.73,5.2,30.7,6.62,9.0,499658.0,603145.0,603226.0
500551,Suburb,House,Excellent,2450,13656,4,3.0,1971,0.3,7.3,57.9,5.19,11.0,699742.0,772668.0,763765.0
500552,Rural,House,Excellent,1388,10237,4,1.5,1965,8.12,7.1,19.6,6.08,8.5,348425.0,416826.0,401780.0
500553,Downtown,House,Fair,2170,3541,6,2.5,2008,11.53,6.2,45.5,6.19,10.5,638911.0,690201.0,685427.0
500554,Downtown,House,Good,3554,30070,4,3.5,1975,9.18,5.8,50.4,4.8,12.5,799346.0,970183.0,983820.0
500555,Downtown,House,Good,1792,3293,4,2.5,1985,2.61,6.0,32.7,6.65,11.5,516848.0,587791.0,573845.0
500556,Suburb,House,Good,1684,6341,5,1.0,2018,14.64,10.0,20.7,6.51,11.0,503599.0,572184.0,577244.0
500557,Waterfront,Townhome,Fair,1400,2792,2,2.5,2022,1.34,6.7,54.2,6.38,9.5,542385.0,581887.0,586038.0
500558,Downtown,House,Excellent,908,14646,2,3.0,2024,12.34,6.7,34.5,5.58,8.0,454326.0,469550.0,446435.0
500559,Suburb,Townhome,Fair,2623,8685,3,2.0,1950,17.96,8.4,56.3,5.79,7.0,591023.0,594658.0,607736.0
500560,Downtown,Condo,Fair,1890,11326,3,3.0,1984,0.3,7.6,56.1,5.84,11.0,613383.0,687205.0,686942.0
500561,Suburb,House,Good,2045,7019,4,2.5,1979,10.02,8.6,44.5,6.53,9.5,600772.0,582732.0,608978.0
500562,Downtown,House,Fair,3049,6383,3,2.5,1987,10.35,5.3,44.6,5.62,7.5,722342.0,691429.0,711924.0
500563,Suburb,House,Good,,7385,5,2.0,1989,9.83,5.5,59.4,7.14,10.0,792279.0,747840.0,745134.0
500564,Downtown,House,Excellent,1272,2142,5,2.0,1995,3.96,10.0,50.2,6.47,10.0,699686.0,715631.0,714035.0
500565,Suburb,Townhome,Good,2535,12080,4,2.0,1995,6.64,7.0,30.6,4.88,10.0,653926.0,704759.0,693219.0
500566,University,House,Good,2255,11511,3,2.5,2013,0.3,6.6,47.1,7.28,10.5,633720.0,697013.0,681170.0
500567,Suburb,House,Fair,2110,5259,4,2.5,1998,9.26,7.3,52.9,6.33,8.5,527073.0,560921.0,570430.0
500568,Rural,House,Good,2162,6607,4,,1950,11.64,8.5,47.6,5.89,8.5,539541.0,577382.0,574650.0
500569,Suburb,Condo,Excellent,1836,7969,2,2.0,1972,4.55,5.3,47.4,6.3,9.0,526850.0,545105.0,540605.0
500570,Suburb,House,Good,2884,17082,4,2.5,2010,3.01,7.5,42.4,5.1,11.5,750560.0,753530.0,751739.0
500571,University,House,Fair,2251,8631,4,2.5,2008,5.68,7.0,42.8,6.35,9.5,603266.0,592504.0,600669.0
500572,Downtown,Condo,Good,2076,6834,3,1.0,2023,8.41,8.0,30.6,4.7,7.0,758552.0,801779.0,813008.0
500573,Waterfront,House,Good,,4909,5,1.5,1991,8.82,7.3,23.2,5.59,10.5,1006362.0,942125.0,942346.0
500574,University,Condo,Good,2434,2704,4,1.5,1980,7.84,6.3,61.4,7.07,8.5,587846.0,581679.0,579621.0
500575,Rural,House,Good,2151,4661,2,2.0,2024,8.86,5.8,35.1,7.02,7.0,462367.0,489222.0,490642.0
500576,Downtown,House,Fair,2064,6959,3,2.0,1983,0.73,3.5,47.9,6.02,10.0,600498.0,592848.0,617302.0
500577,Rural,House,Fair,2993,5732,2,2.0,1961,0.3,8.5,22.2,5.63,7.0,586943.0,754195.0,730093.0
500578,Rural,Condo,Good,2183,6980,4,1.5,2022,12.08,4.9,47.0,6.81,10.5,550401.0,490189.0,476840.0
500579,Rural,Townhome,,1793,10434,2,2.5,1980,16.82,6.5,32.2,6.2,6.5,606895.0,603330.0,609112.0
500580,Suburb,Condo,Excellent,1295,8665,4,2.5,1980,0.3,9.4,88.9,6.36,8.5,501879.0,513746.0,515693.0
500581,Waterfront,House,Good,1628,7873,4,1.0,2007,4.52,6.4,29.4,6.62,10.0,625731.0,687916.0,702552.0
500582,University,House,Good,1170,9897,4,2.0,1978,10.2,7.9,30.2,5.56,9.0,463721.0,424832.0,440437.0
500583,Downtown,House,Fair,1922,7467,3,1.5,2017,14.05,6.7,58.7,6.72,6.5,424786.0,446029.0,469465.0
500584,Suburb,House,Good,2019,6556,2,3.5,2015,12.25,8.0,61.6,4.91,9.5,500408.0,523840.0,514701.0
500585,Downtown,House,Excellent,519,8854,5,2.0,1963,15.95,7.1,13.1,7.14,9.0,436482.0,434175.0,441606.0
500586,University,House,Excellent,1864,2369,3,2.0,1985,8.11,6.3,48.4,5.25,8.0,464550.0,495401.0,492856.0
500587,University,Townhome,Good,2274,14168,5,2.5,1956,10.86,9.0,57.7,5.84,9.5,637266.0,693106.0,704738.0
500588,Waterfront,Condo,Good,1960,3083,4,2.0,1999,10.85,6.7,26.3,5.81,11.0,767216.0,794246.0,796670.0
500589,Rural,Condo,Excellent,1231,11044,4,2.0,1981,5.88,5.1,54.8,6.68,8.0,319769.0,363516.0,374152.0
500590,Rural,Condo,Excellent,2676,6737,5,,1971,15.5,6.6,36.7,6.69,10.5,593079.0,578920.0,570463.0
500591,Rural,House,Good,1399,13000,4,2.5,1951,12.09,7.8,29.7,6.45,9.5,403390.0,406389.0,408576.0
500592,Suburb,House,Good,1053,6831,5,3.0,2001,14.18,5.4,39.3,6.57,13.0,416483.0,394732.0,388961.0
500593,Waterfront,House,Good,,3796,2,3.0,1954,6.13,8.2,37.7,6.52,9.0,624162.0,635147.0,632341.0
500594,Rural,House,Good,1842,12741,4,1.5,1977,14.48,8.1,23.8,6.18,9.5,493574.0,457248.0,452177.0
500595,Suburb,House,Good,2491,7477,3,3.5,1989,2.22,10.0,77.9,5.03,10.5,724027.0,737155.0,725321.0
500596,Suburb,Condo,Good,2609,7187,3,3.0,2009,10.73,6.1,37.8,4.79,10.0,764548.0,704136.0,717511.0
500597,Downtown,House,Fair,1988,7029,3,3.0,1974,0.3,8.0,33.4,4.79,10.0,647200.0,696896.0,700637.0
500598,Rural,House,Good,1076,12211,4,1.5,1987,2.48,4.6,57.3,6.2,9.5,350101.0,314168.0,327265.0
500599,Rural,House,Good,1424,10940,5,3.0,2008,12.74,6.4,43.5,6.08,12.0,337124.0,340602.0,329185.0
500600,Suburb,Condo,Excellent,1268,7691,1,2.5,2019,5.76,7.2,64.5,6.14,6.5,414629.0,372565.0,349879.0
500601,University,Condo,Fair,1735,2642,3,2.0,2013,9.43,7.6,40.6,6.36,8.0,370719.0,430102.0,422783.0
500602,Rural,Condo,Fair,698,,2,,1991,0.3,7.0,49.8,6.08,9.0,299900.0,284466.0,282964.0
500603,Suburb,House,Good,,7142,4,2.5,1962,17.5,6.9,46.0,5.6,9.5,595520.0,577958.0,587530.0
500604,Downtown,House,Excellent,2270,19683,3,2.0,2015,11.91,6.2,47.1,5.28,7.0,765620.0,863769.0,876475.0
500605,Downtown,House,Good,1754,8446,4,2.5,2009,8.25,6.4,41.5,5.04,9.5,675634.0,735831.0,750465.0
500606,Suburb,House,Fair,2150,6347,3,3.0,1983,10.85,7.5,43.0,6.98,11.0,544685.0,576976.0,595350.0
500607,Suburb,Condo,Good,1241,13749,4,3.0,2004,10.33,7.8,69.5,6.79,9.0,530584.0,515918.0,524780.0
500608,Suburb,Townhome,Excellent,905,6276,4,2.5,2000,16.72,8.0,34.4,5.38,9.5,487960.0,442638.0,444245.0
500609,Waterfront,Condo,Excellent,1437,6599,3,3.0,1961,9.66,8.5,36.4,6.05,8.0,695275.0,661043.0,652355.0
500610,Suburb,House,Excellent,2603,7375,3,3.5,1970,0.3,8.8,39.4,6.5,8.5,920624.0,940914.0,949282.0
500611,University,House,Good,2520,2732,2,1.0,2015,6.9,4.4,53.1,7.22,8.0,482889.0,506768.0,501169.0
500612,Rural,Condo,Good,1554,11924,4,2.0,1994,15.94,6.3,50.5,5.85,11.0,340536.0,365135.0,355971.0
500613,University,Townhome,Excellent,2633,8668,4,1.5,1954,11.75,6.8,58.5,6.33,8.5,617168.0,647663.0,654863.0
500614,Suburb,House,Good,1639,5667,3,2.5,2000,5.93,6.1,24.6,6.95,8.5,639183.0,611163.0,614048.0
500615,Downtown,House,Excellent,2833,3384,4,3.5,1978,11.98,8.5,48.4,5.13,10.5,790951.0,841797.0,852168.0
500616,,House,Good,2164,7634,1,2.5,1964,9.09,8.1,41.9,5.76,8.5,595812.0,631725.0,623594.0
500617,Suburb,Condo,Good,1557,15558,1,1.5,1961,11.98,6.9,40.3,6.2,7.5,334907.0,398647.0,412732.0
500618,Downtown,Condo,Fair,2367,4572,2,2.0,1991,0.3,7.2,47.0,5.77,7.0,601719.0,619059.0,623592.0
500619,University,House,Excellent,1347,3553,3,3.0,1973,3.13,8.9,15.3,7.54,10.0,515195.0,565084.0,563400.0
500620,Rural,House,Excellent,1242,8645,3,2.0,2020,12.31,6.5,48.6,6.76,9.0,358658.0,399741.0,391130.0
500621,Suburb,House,,907,2578,3,2.0,1972,7.09,6.6,46.7,6.34,8.0,323100.0,298727.0,286348.0
500622,Suburb,House,Excellent,2018,,3,2.5,1965,10.47,8.3,23.3,5.62,10.5,586238.0,625243.0,609480.0
500623,Waterfront,Condo,Good,1815,5147,4,1.0,1955,19.9,7.7,43.2,6.76,7.0,519013.0,541037.0,557834.0
500624,Suburb,Condo,Good,1800,4443,3,3.0,1987,6.57,9.1,67.6,6.62,10.0,532610.0,580777.0,564379.0
500625,Rural,Townhome,Good,1584,5693,2,2.5,1967,9.82,7.6,38.8,5.9,8.5,468846.0,455006.0,462745.0
500626,Downtown,House,Fair,2785,4830,2,2.5,2013,5.13,8.1,53.4,5.95,9.5,746409.0,782364.0,779759.0
500627,University,House,Good,1575,8208,5,1.5,2001,4.74,6.3,41.2,5.3,9.5,567766.0,576619.0,570145.0
500628,Downtown,Condo,Good,1380,5890,1,1.5,1982,7.96,5.7,32.5,6.17,7.5,436806.0,436712.0,431445.0
500629,Suburb,Condo,Good,2660,4695,3,1.5,2023,0.3,7.0,30.9,6.76,9.5,665757.0,737457.0,736625.0
500630,Downtown,House,Good,2774,5111,5,2.5,1952,0.3,3.2,38.7,6.85,12.5,551244.0,700669.0,711630.0
500631,Suburb,House,Fair,2070,9826,4,2.5,1963,16.41,7.6,63.9,6.58,10.5,292185.0,414769.0,421710.0
500632,University,Condo,Good,719,11958,2,2.5,1989,7.79,8.4,56.7,6.74,8.5,289289.0,273613.0,273903.0
500633,Downtown,Condo,Fair,1460,11575,3,3.5,1961,14.99,7.1,34.1,5.85,10.5,457256.0,482046.0,466207.0
500634,Suburb,House,Good,2248,10224,4,3.5,1985,9.12,6.7,59.4,5.92,9.5,577998.0,641028.0,620361.0
500635,Rural,House,Good,1862,930,4,1.5,1953,9.28,8.6,42.7,6.97,9.5,468957.0,512651.0,534948.0
500636,Rural,Townhome,Fair,2860,3689,2,1.5,2020,12.33,7.0,34.3,6.5,5.5,472538.0,505091.0,493529.0
500637,Suburb,House,Good,962,5573,4,3.5,2010,12.61,8.4,51.0,5.72,12.5,433840.0,424318.0,406140.0
500638,Rural,Condo,Good,2291,7617,3,2.0,2000,1.35,10.0,31.0,6.53,7.0,610992.0,661500.0,675029.0
500639,Suburb,House,Good,1442,2551,4,3.5,2025,15.49,8.1,21.2,6.74,10.5,494191.0,448191.0,430833.0
500640,University,House,Excellent,2710,15806,5,3.5,2009,2.71,8.4,63.8,6.66,12.5,726700.0,817377.0,826420.0
500641,Suburb,House,Good,1801,8079,3,2.0,1973,9.6,7.7,17.4,6.28,9.0,532471.0,543286.0,554558.0
500642,Rural,House,Fair,2520,4639,2,2.0,1977,23.39,7.4,52.6,5.89,9.0,396671.0,418677.0,421903.0
500643,Rural,House,Excellent,1429,7430,4,2.5,1996,8.87,7.4,21.9,6.47,8.5,547233.0,571960.0,583610.0
500644,Rural,House,Good,934,5472,5,1.5,2018,18.18,7.1,44.1,7.28,10.5,175338.0,188578.0,172487.0
500645,Suburb,House,Good,1128,4270,4,1.5,1975,6.37,8.6,41.6,6.31,10.5,446190.0,502114.0,487999.0
500646,Rural,House,Fair,1456,9127,3,2.0,2012,12.01,4.7,38.1,5.8,8.0,331312.0,348779.0,346791.0
500647,Rural,House,Good,1184,5132,6,3.0,2022,8.71,6.7,12.1,6.43,13.0,412698.0,395884.0,396138.0
500648,Suburb,Condo,Good,2630,2889,2,2.0,1956,10.86,8.0,43.0,5.44,6.0,610162.0,597665.0,596958.0
500649,Downtown,House,Good,2720,4604,4,2.0,1973,3.4,5.8,44.0,6.36,9.0,703326.0,713998.0,719769.0
500650,Waterfront,House,Excellent,2027,6292,3,2.0,2000,3.03,6.9,31.3,6.03,8.0,897125.0,813529.0,805128.0
500651,Rural,Condo,Fair,1178,3526,3,1.0,1978,10.37,6.0,43.6,6.82,9.0,213888.0,266114.0,241293.0
